Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,OverTime,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,Age_Group
1,Travel_Rarely,Research & Development,11,Bachelor,Medical,Female,Medium,1,Research Scientist,Low,Single,2600,1,1,2,Better,1,18-22
1,Travel_Frequently,Research & Development,5,Bachelor,Medical,Female,High,1,Laboratory Technician,Medium,Single,2422,0,4,3,Better,3,28-32
0,Travel_Rarely,Research & Development,2,College,Medical,Male,Very High,2,Manufacturing Director,Very High,Married,5472,0,8,2,Better,8,23-27
0,Travel_Rarely,Research & Development,8,Below College,Life Sciences,Male,Low,1,Laboratory Technician,Low,Married,2451,0,4,3,Good,4,18-22
0,Travel_Rarely,Research & Development,6,Bachelor,Life Sciences,Male,Medium,2,Healthcare Representative,High,Single,4240,0,19,0,Better,2,43-47
0,Travel_Rarely,Research & Development,4,Master,Life Sciences,Male,Medium,3,Healthcare Representative,High,Single,10999,0,27,3,Better,15,43-47
0,Travel_Rarely,Research & Development,7,College,Medical,Female,High,2,Manufacturing Director,High,Single,5003,0,8,6,Better,2,38-42
0,Travel_Rarely,Research & Development,1,Below College,Life Sciences,Female,Medium,4,Manufacturing Director,Very High,Married,12742,0,21,3,Better,21,38-42
0,Travel_Rarely,Research & Development,2,Master,Life Sciences,Female,High,2,Manufacturing Director,Very High,Married,4227,0,4,2,Better,3,23-27
0,Travel_Rarely,Research & Development,10,Bachelor,Other,Male,High,1,Laboratory Technician,Very High,Divorced,3917,0,3,4,Good,3,33-37
0,Travel_Rarely,Sales,5,College,Marketing,Male,High,5,Manager,High,Married,18303,0,21,3,Best,1,38-42
0,Travel_Rarely,Research & Development,9,Bachelor,Life Sciences,Male,High,1,Laboratory Technician,Very High,Married,2380,0,8,5,Better,1,48-52
0,Travel_Rarely,Research & Development,2,Bachelor,Life Sciences,Female,Medium,4,Manufacturing Director,Very High,Single,13726,1,30,4,Better,5,58-62
1,Travel_Rarely,Research & Development,11,College,Medical,Female,Low,2,Healthcare Representative,Medium,Married,4777,0,15,2,Bad,1,33-37
0,Travel_Frequently,Research & Development,18,Master,Medical,Male,High,2,Healthcare Representative,Medium,Married,6385,1,17,3,Better,8,53-57
0,Non-Travel,Research & Development,7,Below College,Life Sciences,Female,Low,5,Research Director,High,Divorced,19973,0,21,3,Better,21,38-42
0,Travel_Rarely,Sales,3,Master,Life Sciences,Male,High,2,Sales Executive,Very High,Single,6861,1,19,1,Better,1,33-37
1,Non-Travel,Sales,29,College,Medical,Male,Low,2,Sales Executive,Low,Single,4969,0,7,6,Better,2,23-27
1,Travel_Rarely,Sales,2,Below College,Marketing,Female,Low,5,Manager,Very High,Married,19845,0,33,3,Better,32,48-52
0,Travel_Rarely,Sales,28,Bachelor,Medical,Female,Very High,4,Sales Executive,Very High,Married,13320,1,23,2,Better,12,43-47
0,Non-Travel,Sales,1,Bachelor,Life Sciences,Female,High,2,Sales Executive,High,Married,6347,0,19,3,Better,18,48-52
1,Travel_Rarely,Research & Development,16,Master,Life Sciences,Female,Very High,1,Laboratory Technician,Low,Single,2743,0,18,1,Better,17,33-37
0,Travel_Frequently,Research & Development,22,Bachelor,Medical,Female,High,3,Manufacturing Director,Low,Single,10880,1,21,2,Better,21,38-42
0,Non-Travel,Sales,8,Below College,Life Sciences,Female,Medium,1,Sales Representative,Very High,Single,2342,0,3,2,Good,2,28-32
0,Travel_Rarely,Sales,11,College,Life Sciences,Female,High,4,Manager,Very High,Married,17650,0,26,4,Best,9,43-47
0,Non-Travel,Research & Development,29,Master,Medical,Female,High,1,Laboratory Technician,High,Single,4025,0,10,2,Better,8,28-32
0,Travel_Rarely,Sales,1,Master,Marketing,Male,Very High,2,Sales Executive,Very High,Divorced,9725,0,16,2,Good,15,33-37
0,Travel_Rarely,Sales,1,College,Technical Degree,Male,High,3,Manager,Very High,Married,11904,1,14,1,Bad,6,58-62
0,Travel_Rarely,Human Resources,24,Master,Medical,Male,High,1,Human Resources,Medium,Single,2177,0,6,3,Better,6,43-47
0,Travel_Frequently,Sales,2,Bachelor,Marketing,Female,Medium,3,Sales Executive,Medium,Married,7525,0,30,2,Better,15,48-52
1,Travel_Rarely,Research & Development,15,Bachelor,Other,Male,High,2,Laboratory Technician,High,Divorced,4834,0,9,3,Good,1,33-37
1,Travel_Frequently,Research & Development,2,Bachelor,Life Sciences,Male,High,1,Research Scientist,Low,Married,2042,1,6,2,Better,3,23-27
0,Travel_Rarely,Sales,10,Master,Life Sciences,Female,High,1,Sales Representative,High,Married,2220,1,1,2,Better,1,33-37
0,Travel_Rarely,Sales,10,Below College,Medical,Male,High,1,Sales Representative,Medium,Married,1052,0,1,5,Better,1,23-27
0,Travel_Frequently,Research & Development,3,Master,Other,Male,High,1,Research Scientist,High,Married,2821,0,8,2,Better,2,33-37
0,Travel_Rarely,Research & Development,2,Master,Medical,Male,High,5,Research Director,High,Married,19237,1,29,2,Good,8,48-52
0,Travel_Rarely,Research & Development,3,Bachelor,Other,Female,High,2,Healthcare Representative,Medium,Single,4107,0,8,3,Good,4,33-37
0,Travel_Rarely,Sales,26,Bachelor,Marketing,Male,High,2,Sales Executive,Low,Married,8396,0,8,3,Good,7,38-42
0,Travel_Frequently,Research & Development,1,Below College,Medical,Female,Medium,1,Research Scientist,High,Divorced,2007,0,5,5,Better,5,23-27
0,Travel_Rarely,Research & Development,1,Master,Medical,Male,High,5,Research Director,Very High,Divorced,19627,0,23,0,Better,2,43-47
0,Travel_Rarely,Sales,2,Master,Life Sciences,Female,Medium,3,Sales Executive,High,Married,10686,0,13,4,Better,9,53-57
0,Travel_Frequently,Research & Development,9,Bachelor,Medical,Female,High,1,Research Scientist,High,Married,2942,0,18,4,Better,5,53-57
0,Travel_Rarely,Research & Development,12,Doctor,Medical,Female,Medium,3,Manufacturing Director,Very High,Single,8858,0,15,2,Good,14,33-37
0,Non-Travel,Research & Development,2,Below College,Medical,Male,Medium,4,Manager,Low,Single,16756,0,31,3,Best,9,53-57
0,Travel_Rarely,Sales,25,Bachelor,Medical,Male,Medium,3,Sales Executive,Very High,Divorced,10798,0,18,5,Better,1,38-42
1,Travel_Frequently,Sales,9,Bachelor,Marketing,Female,High,1,Sales Representative,Very High,Single,2323,1,2,3,Better,2,18-22
1,Travel_Rarely,Research & Development,10,Bachelor,Life Sciences,Female,Medium,1,Laboratory Technician,Low,Single,1416,0,1,6,Good,1,18-22
0,Travel_Rarely,Research & Development,8,Master,Life Sciences,Female,Medium,2,Research Scientist,Low,Divorced,4615,1,19,2,Better,16,43-47
1,Travel_Rarely,Research & Development,4,Master,Life Sciences,Male,High,1,Research Scientist,High,Married,2461,1,18,2,Best,10,48-52
1,Non-Travel,Research & Development,24,College,Technical Degree,Male,Medium,3,Healthcare Representative,Low,Single,8722,0,10,2,Good,10,23-27
0,Travel_Rarely,Research & Development,1,College,Medical,Male,Medium,1,Laboratory Technician,Low,Married,3955,0,6,2,Better,5,23-27
0,Travel_Rarely,Research & Development,20,Bachelor,Other,Male,High,2,Manufacturing Director,Low,Married,9957,0,7,1,Good,6,28-32
0,Travel_Rarely,Research & Development,7,College,Technical Degree,Female,Very High,1,Research Scientist,High,Married,3376,0,10,3,Better,10,38-42
0,Travel_Rarely,Research & Development,17,Below College,Life Sciences,Female,Medium,3,Healthcare Representative,High,Married,8823,0,20,4,Good,19,33-37
0,Travel_Rarely,Research & Development,20,Master,Technical Degree,Male,High,3,Healthcare Representative,Very High,Married,10322,0,14,6,Better,11,38-42
0,Non-Travel,Research & Development,8,Doctor,Life Sciences,Male,Low,1,Laboratory Technician,High,Married,4621,0,3,4,Better,3,23-27
0,Travel_Frequently,Research & Development,2,Below College,Life Sciences,Male,High,3,Manufacturing Director,Medium,Married,10976,0,23,4,Better,3,53-57
0,Travel_Rarely,Research & Development,10,Bachelor,Other,Female,High,2,Research Scientist,High,Single,3660,0,10,4,Best,8,23-27
1,Travel_Rarely,Human Resources,1,College,Medical,Male,Medium,3,Human Resources,Low,Married,10482,0,24,1,Better,20,43-47
0,Travel_Rarely,Research & Development,5,Bachelor,Life Sciences,Male,Medium,3,Healthcare Representative,Very High,Divorced,7119,0,9,2,Better,3,28-32
1,Travel_Rarely,Sales,4,Bachelor,Technical Degree,Male,High,3,Sales Executive,Low,Single,9582,1,9,2,Better,8,33-37
1,Travel_Frequently,Research & Development,29,Master,Medical,Female,Medium,2,Research Scientist,High,Single,4508,0,14,4,Better,13,28-32
0,Travel_Rarely,Research & Development,15,College,Life Sciences,Male,High,1,Laboratory Technician,High,Divorced,2207,0,4,5,Good,4,23-27
0,Travel_Frequently,Research & Development,3,Below College,Life Sciences,Male,High,2,Healthcare Representative,Very High,Single,7756,0,7,1,Good,6,33-37
0,Travel_Rarely,Sales,10,Master,Life Sciences,Female,Medium,2,Sales Executive,Very High,Divorced,6694,1,8,5,Better,1,33-37
1,Travel_Rarely,Research & Development,4,Below College,Technical Degree,Male,High,1,Laboratory Technician,Very High,Married,3691,1,7,3,Best,7,23-27
1,Travel_Rarely,Research & Development,21,Bachelor,Medical,Male,High,1,Laboratory Technician,High,Divorced,2377,0,1,0,Good,1,23-27
1,Travel_Rarely,Research & Development,25,Bachelor,Medical,Male,Medium,1,Research Scientist,Medium,Single,2313,1,5,0,Better,2,28-32
0,Travel_Rarely,Research & Development,2,College,Medical,Male,High,4,Manager,Low,Married,17665,0,23,3,Better,22,38-42
1,Travel_Frequently,Research & Development,1,Bachelor,Medical,Male,Medium,1,Laboratory Technician,Medium,Divorced,2596,0,1,2,Better,1,23-27
1,Travel_Frequently,Sales,1,Master,Other,Male,High,2,Sales Executive,High,Single,4728,1,5,4,Better,0,48-52
0,Travel_Frequently,Sales,7,Bachelor,Life Sciences,Female,High,2,Sales Executive,Medium,Married,4302,0,4,3,Better,3,28-32
0,Non-Travel,Research & Development,3,Master,Life Sciences,Male,Medium,1,Research Scientist,Very High,Married,2979,0,6,2,Better,0,33-37
0,Non-Travel,Research & Development,1,Master,Medical,Male,Very High,4,Manager,Very High,Single,16885,0,27,3,Good,5,43-47
0,Non-Travel,Sales,9,Master,Life Sciences,Female,Medium,2,Sales Executive,High,Married,5593,0,15,2,Better,15,43-47
0,Travel_Rarely,Research & Development,7,Master,Life Sciences,Male,High,3,Healthcare Representative,Medium,Single,10445,0,18,4,Better,8,48-52
0,Travel_Rarely,Sales,10,Master,Marketing,Male,Medium,3,Sales Executive,High,Divorced,8740,1,9,2,Better,8,33-37
0,Travel_Rarely,Research & Development,28,Master,Life Sciences,Female,High,1,Research Scientist,Very High,Divorced,2514,0,11,1,Better,7,28-32
0,Travel_Rarely,Research & Development,3,Bachelor,Medical,Female,High,3,Manufacturing Director,Medium,Divorced,7655,0,10,3,Good,9,23-27
0,Travel_Rarely,Sales,3,Below College,Marketing,Male,High,4,Manager,High,Married,17465,0,23,3,Better,12,43-47
0,Travel_Rarely,Sales,2,College,Marketing,Male,High,3,Sales Executive,Medium,Single,7351,0,10,2,Better,1,33-37
0,Travel_Frequently,Research & Development,27,Bachelor,Life Sciences,Female,High,3,Manufacturing Director,Low,Married,10820,0,18,1,Better,8,38-42
1,Travel_Frequently,Research & Development,2,Bachelor,Life Sciences,Male,High,4,Healthcare Representative,Very High,Divorced,12169,0,21,4,Better,18,38-42
0,Travel_Rarely,Research & Development,14,Bachelor,Medical,Male,Medium,5,Research Director,High,Single,19626,0,21,2,Best,20,38-42
0,Travel_Rarely,Research & Development,1,Below College,Technical Degree,Female,Medium,1,Research Scientist,Medium,Single,2070,1,2,6,Best,2,18-22
0,Non-Travel,Research & Development,9,Bachelor,Life Sciences,Male,High,2,Laboratory Technician,Medium,Single,6782,0,9,2,Good,5,38-42
0,Non-Travel,Research & Development,18,Master,Life Sciences,Male,High,2,Manufacturing Director,Very High,Single,7779,0,18,0,Better,11,33-37
0,Travel_Frequently,Sales,20,Bachelor,Life Sciences,Male,Very High,1,Sales Representative,Very High,Married,2791,0,3,4,Better,2,28-32
0,Travel_Rarely,Research & Development,2,Below College,Life Sciences,Male,Medium,1,Research Scientist,Medium,Married,3201,0,6,2,Bad,5,23-27
0,Travel_Frequently,Sales,11,College,Marketing,Male,High,2,Sales Executive,Very High,Divorced,4968,0,5,3,Better,5,33-37
0,Travel_Rarely,Sales,8,Master,Technical Degree,Male,Medium,4,Sales Executive,Medium,Married,13120,0,22,3,Better,9,48-52
0,Travel_Frequently,Research & Development,2,College,Life Sciences,Male,High,2,Manufacturing Director,High,Single,4033,0,5,3,Good,3,33-37
0,Travel_Frequently,Research & Development,10,Bachelor,Life Sciences,Female,High,1,Research Scientist,Medium,Divorced,3291,0,8,2,Good,7,28-32
0,Travel_Rarely,Research & Development,29,Bachelor,Medical,Male,Low,2,Laboratory Technician,Very High,Single,4272,0,16,3,Better,1,38-42
0,Travel_Rarely,Research & Development,8,Below College,Medical,Male,Medium,2,Manufacturing Director,Very High,Married,5056,1,10,2,Good,10,28-32
0,Travel_Rarely,Human Resources,1,Bachelor,Human Resources,Male,Very High,1,Human Resources,High,Married,2844,0,7,2,Best,7,33-37
0,Travel_Frequently,Research & Development,6,Bachelor,Life Sciences,Male,Medium,1,Research Scientist,High,Divorced,2703,1,3,2,Better,3,23-27
1,Non-Travel,Research & Development,8,Below College,Medical,Male,High,1,Laboratory Technician,High,Single,1904,0,0,0,Better,0,
1,Travel_Rarely,Sales,9,Master,Marketing,Female,High,2,Sales Executive,Low,Single,8224,1,6,3,Better,5,28-32
0,Travel_Rarely,Research & Development,12,Master,Life Sciences,Male,High,1,Laboratory Technician,Very High,Married,4766,1,6,4,Better,1,38-42
1,Travel_Frequently,Research & Development,15,Bachelor,Medical,Male,High,1,Laboratory Technician,High,Married,2610,0,2,5,Good,2,28-32
0,Travel_Rarely,Research & Development,25,College,Medical,Female,Medium,2,Healthcare Representative,Very High,Divorced,5731,0,9,2,Better,6,33-37
0,Travel_Rarely,Research & Development,6,Bachelor,Life Sciences,Male,Medium,1,Research Scientist,High,Married,2539,0,4,0,Better,4,23-27
0,Travel_Rarely,Sales,9,Below College,Life Sciences,Female,High,2,Sales Executive,High,Married,5714,0,6,3,Good,6,33-37
0,Travel_Rarely,Human Resources,8,Master,Technical Degree,Male,High,1,Human Resources,High,Single,4323,0,6,2,Bad,5,33-37
1,Travel_Rarely,Sales,23,Below College,Life Sciences,Female,Medium,3,Sales Executive,Low,Married,7336,0,11,3,Bad,11,28-32
0,Travel_Frequently,Research & Development,9,Master,Medical,Female,High,3,Research Director,High,Single,13499,0,20,3,Good,18,38-42
1,Travel_Frequently,Sales,12,Bachelor,Life Sciences,Male,High,4,Sales Executive,Low,Single,13758,1,22,2,Good,21,38-42
0,Travel_Rarely,Sales,4,Master,Marketing,Male,High,2,Sales Executive,Low,Single,5155,0,9,3,Best,6,38-42
0,Travel_Rarely,Research & Development,1,Master,Medical,Male,Medium,1,Laboratory Technician,High,Married,2258,0,10,2,Better,8,33-37
0,Travel_Rarely,Research & Development,24,Bachelor,Medical,Male,High,1,Laboratory Technician,Medium,Single,3597,0,6,2,Better,4,23-27
1,Travel_Rarely,Research & Development,12,Below College,Life Sciences,Female,High,1,Laboratory Technician,Very High,Married,2515,1,1,4,Good,1,23-27
0,Travel_Rarely,Research & Development,3,Master,Medical,Male,Very High,1,Laboratory Technician,Very High,Married,4420,0,8,2,Better,8,23-27
0,Travel_Rarely,Sales,10,Bachelor,Marketing,Male,Medium,2,Sales Executive,High,Married,6578,0,10,3,Better,10,28-32
0,Travel_Frequently,Research & Development,26,College,Medical,Female,Medium,2,Research Scientist,Very High,Married,4422,1,16,3,Bad,1,38-42
0,Travel_Rarely,Research & Development,2,Bachelor,Life Sciences,Male,Medium,3,Manufacturing Director,Medium,Divorced,10274,0,15,2,Best,7,33-37
0,Travel_Frequently,Research & Development,1,Bachelor,Medical,Male,Medium,2,Healthcare Representative,Low,Single,5343,0,14,3,Better,13,33-37
0,Travel_Frequently,Research & Development,4,Master,Other,Male,Medium,1,Laboratory Technician,Very High,Married,2376,0,2,2,Best,2,33-37
1,Travel_Rarely,Sales,9,Bachelor,Marketing,Female,Low,2,Sales Executive,High,Single,5346,0,7,2,Good,4,38-42
0,Non-Travel,Sales,2,Below College,Life Sciences,Female,High,1,Sales Representative,Low,Divorced,2827,0,1,3,Better,1,28-32
0,Travel_Rarely,Research & Development,4,Master,Technical Degree,Female,High,5,Manager,Low,Divorced,19943,0,28,2,Better,5,53-57
0,Travel_Rarely,Research & Development,6,Below College,Medical,Female,High,1,Laboratory Technician,Very High,Married,3131,0,10,5,Better,10,28-32
0,Travel_Rarely,Research & Development,9,College,Life Sciences,Male,High,1,Research Scientist,Low,Single,2552,0,1,4,Better,1,18-22
0,Travel_Rarely,Research & Development,7,Bachelor,Medical,Female,High,1,Research Scientist,High,Married,4477,1,7,2,Good,3,43-47
0,Travel_Rarely,Research & Development,1,Bachelor,Life Sciences,Female,Medium,2,Manufacturing Director,Very High,Married,6474,0,14,2,Good,14,33-37
0,Travel_Rarely,Research & Development,3,Bachelor,Life Sciences,Male,Medium,1,Laboratory Technician,High,Single,3033,0,2,2,Good,2,18-22
1,Travel_Rarely,Research & Development,10,Master,Life Sciences,Male,High,1,Research Scientist,High,Single,2936,1,6,4,Better,6,43-47
0,Travel_Rarely,Research & Development,7,College,Medical,Female,High,5,Manager,High,Divorced,18606,0,26,6,Better,7,48-52
0,Travel_Rarely,Research & Development,15,Below College,Life Sciences,Female,Low,1,Research Scientist,Very High,Married,2168,1,6,2,Good,5,28-32
1,Travel_Frequently,Research & Development,3,Master,Life Sciences,Male,Medium,1,Research Scientist,Very High,Married,2853,1,1,5,Better,0,18-22
0,Travel_Rarely,Sales,2,Bachelor,Marketing,Female,High,4,Manager,Low,Married,17048,0,28,2,Better,26,43-47
0,Non-Travel,Research & Development,17,Bachelor,Life Sciences,Male,Low,1,Research Scientist,High,Single,2290,0,6,3,Better,0,43-47
0,Travel_Rarely,Human Resources,2,Bachelor,Human Resources,Male,High,1,Human Resources,High,Married,3600,0,5,2,Better,5,28-32
1,Non-Travel,Research & Development,5,College,Life Sciences,Male,Medium,1,Research Scientist,Low,Divorced,2107,0,5,2,Bad,1,38-42
0,Travel_Rarely,Sales,29,Master,Life Sciences,Male,High,2,Sales Executive,Low,Divorced,4115,0,8,3,Better,4,28-32
0,Travel_Frequently,Sales,2,Master,Medical,Male,High,2,Sales Executive,Medium,Married,4327,0,5,2,Better,0,38-42
0,Travel_Frequently,Research & Development,2,Bachelor,Medical,Female,High,4,Manager,Low,Married,17856,0,32,3,Better,2,48-52
0,Travel_Rarely,Research & Development,19,Master,Medical,Male,Medium,1,Laboratory Technician,Low,Married,3196,0,6,2,Better,6,23-27
0,Travel_Rarely,Research & Development,15,College,Life Sciences,Male,High,5,Research Director,Medium,Married,19081,0,25,2,Better,4,43-47
0,Travel_Rarely,Sales,17,Master,Life Sciences,Male,High,2,Sales Executive,Low,Married,8966,1,15,2,Better,7,33-37
1,Travel_Rarely,Research & Development,17,College,Life Sciences,Female,High,1,Laboratory Technician,Medium,Married,2210,0,1,3,Bad,1,23-27
0,Travel_Frequently,Sales,25,Bachelor,Medical,Female,High,2,Sales Executive,High,Married,4539,0,10,3,Good,10,28-32
0,Travel_Rarely,Research & Development,6,Master,Life Sciences,Male,Low,1,Laboratory Technician,High,Divorced,2741,0,7,4,Better,7,33-37
0,Travel_Rarely,Research & Development,7,Master,Life Sciences,Male,High,2,Laboratory Technician,High,Divorced,3491,0,10,4,Good,10,28-32
0,Travel_Rarely,Research & Development,29,Master,Other,Male,High,2,Research Scientist,Very High,Single,4541,0,20,3,Better,20,43-47
0,Travel_Rarely,Sales,21,Bachelor,Marketing,Male,Very High,1,Sales Representative,Very High,Single,2678,0,2,2,Better,2,18-22
0,Travel_Rarely,Research & Development,2,Master,Technical Degree,Male,High,2,Manufacturing Director,Very High,Divorced,7379,0,12,3,Good,6,43-47
0,Non-Travel,Human Resources,2,Doctor,Medical,Male,Very High,2,Human Resources,Low,Married,6272,0,10,3,Best,4,38-42
0,Travel_Rarely,Sales,7,Master,Marketing,Male,Very High,2,Sales Executive,Very High,Divorced,5220,1,12,3,Better,11,58-62
0,Travel_Frequently,Research & Development,13,Bachelor,Other,Female,Medium,1,Laboratory Technician,Medium,Married,2743,0,2,2,Better,2,28-32
0,Travel_Frequently,Research & Development,2,College,Life Sciences,Female,High,2,Research Scientist,High,Single,4998,1,10,2,Better,8,28-32
0,Travel_Rarely,Research & Development,1,Bachelor,Technical Degree,Female,Low,3,Manufacturing Director,Low,Divorced,10252,1,17,2,Better,7,33-37
0,Travel_Rarely,Research & Development,9,Bachelor,Medical,Male,High,1,Research Scientist,Very High,Married,2781,0,15,5,Better,14,28-32
0,Travel_Rarely,Sales,10,Bachelor,Technical Degree,Female,Medium,2,Sales Executive,Medium,Divorced,6852,0,7,2,Best,5,38-42
0,Travel_Rarely,Sales,10,Master,Life Sciences,Male,High,2,Sales Executive,Very High,Single,4950,0,5,4,Better,4,23-27
0,Travel_Rarely,Research & Development,1,Bachelor,Medical,Male,High,1,Research Scientist,Medium,Married,3579,1,12,2,Better,11,28-32
0,Travel_Frequently,Research & Development,26,Doctor,Medical,Female,High,3,Research Director,Low,Married,13191,1,20,6,Better,1,38-42
0,Non-Travel,Sales,8,College,Marketing,Female,Medium,3,Sales Executive,Very High,Married,10377,1,16,6,Good,13,33-37
0,Travel_Rarely,Research & Development,14,Bachelor,Life Sciences,Male,High,1,Research Scientist,Low,Married,2235,1,9,3,Good,9,23-27
0,Travel_Frequently,Research & Development,1,Master,Life Sciences,Female,High,3,Manufacturing Director,High,Divorced,10502,0,33,2,Bad,5,53-57
0,Travel_Rarely,Research & Development,2,Below College,Life Sciences,Female,Very High,1,Research Scientist,Very High,Married,2011,0,10,5,Better,10,43-47
1,Non-Travel,Research & Development,10,Bachelor,Medical,Female,Medium,1,Research Scientist,Medium,Single,1859,1,1,2,Best,1,18-22
0,Travel_Rarely,Research & Development,1,Bachelor,Life Sciences,Female,High,1,Research Scientist,Very High,Divorced,3760,0,3,5,Better,3,28-32
0,Travel_Rarely,Research & Development,3,Bachelor,Life Sciences,Male,High,4,Research Director,Very High,Married,17779,0,36,2,Better,10,53-57
0,Travel_Rarely,Research & Development,11,College,Medical,Male,High,2,Healthcare Representative,Low,Married,6833,1,6,2,Good,6,28-32
0,Travel_Rarely,Research & Development,24,Bachelor,Medical,Female,Medium,2,Healthcare Representative,Low,Single,6812,0,10,2,Better,10,28-32
0,Travel_Rarely,Sales,3,Bachelor,Life Sciences,Female,Medium,2,Sales Executive,Very High,Single,5171,0,13,2,Better,6,58-62
0,Travel_Rarely,Research & Development,3,Bachelor,Life Sciences,Male,Low,5,Research Director,Very High,Married,19740,0,25,2,Better,8,38-42
0,Travel_Rarely,Research & Development,4,College,Medical,Male,Medium,5,Manager,High,Married,18711,0,23,2,Best,1,48-52
0,Travel_Frequently,Research & Development,3,Bachelor,Technical Degree,Male,High,1,Research Scientist,Medium,Married,3692,0,12,2,Good,11,33-37
0,Travel_Rarely,Research & Development,2,College,Technical Degree,Male,Very High,1,Laboratory Technician,Medium,Single,2559,0,7,4,Good,1,43-47
0,Travel_Rarely,Research & Development,4,College,Life Sciences,Male,High,1,Research Scientist,High,Divorced,2517,0,5,2,Better,5,23-27
0,Travel_Rarely,Research & Development,7,Bachelor,Life Sciences,Male,High,2,Healthcare Representative,Very High,Divorced,6623,1,6,2,Better,6,28-32
0,Travel_Rarely,Research & Development,1,Bachelor,Life Sciences,Male,Medium,5,Research Director,Very High,Single,18265,0,25,3,Best,1,43-47
0,Travel_Rarely,Research & Development,1,Bachelor,Life Sciences,Female,Medium,4,Research Director,Very High,Divorced,16124,0,9,2,Good,7,28-32
0,Travel_Rarely,Research & Development,20,Bachelor,Technical Degree,Female,Very High,1,Research Scientist,High,Married,2585,0,2,5,Good,1,33-37
0,Travel_Rarely,Sales,5,Bachelor,Marketing,Male,High,5,Manager,Medium,Married,18213,0,26,5,Better,22,43-47
0,Travel_Rarely,Sales,10,Doctor,Marketing,Male,Very High,3,Sales Executive,High,Divorced,8380,1,10,3,Better,9,28-32
0,Travel_Rarely,Research & Development,25,Bachelor,Life Sciences,Female,Very High,1,Research Scientist,Very High,Single,2994,1,1,2,Better,1,18-22
0,Travel_Rarely,Research & Development,1,College,Life Sciences,Male,High,1,Research Scientist,High,Married,1223,0,1,2,Better,1,18-22
1,Travel_Frequently,Sales,24,Below College,Life Sciences,Male,Low,1,Sales Representative,Very High,Single,1118,1,1,4,Better,1,23-27
0,Travel_Rarely,Research & Development,4,College,Life Sciences,Male,High,1,Research Scientist,Very High,Single,2875,1,8,2,Good,8,23-27
1,Travel_Rarely,Sales,2,Bachelor,Marketing,Female,Low,5,Manager,Medium,Single,18824,1,26,2,Better,24,43-47
0,Non-Travel,Research & Development,8,Below College,Medical,Male,Medium,4,Healthcare Representative,Medium,Divorced,13577,1,34,3,Better,33,53-57
1,Travel_Frequently,Research & Development,10,College,Life Sciences,Female,Medium,1,Laboratory Technician,High,Single,2625,0,2,2,Bad,2,18-22
0,Travel_Rarely,Sales,4,College,Marketing,Female,Medium,5,Manager,Medium,Married,18789,0,26,2,Better,11,43-47
0,Travel_Rarely,Sales,2,Bachelor,Marketing,Female,High,2,Sales Executive,Low,Single,4538,1,4,3,Better,3,33-37
0,Travel_Frequently,Sales,9,Bachelor,Life Sciences,Male,High,5,Manager,Medium,Divorced,19847,1,31,5,Good,29,48-52
0,Travel_Rarely,Research & Development,18,Master,Medical,Male,High,3,Manufacturing Director,Very High,Single,10512,0,25,6,Good,9,58-62
0,Travel_Frequently,Research & Development,19,Bachelor,Medical,Female,High,2,Laboratory Technician,Medium,Divorced,4444,0,15,2,Best,11,33-37
0,Travel_Frequently,Research & Development,1,Master,Medical,Male,High,1,Laboratory Technician,High,Single,2154,1,5,2,Good,4,23-27
0,Travel_Rarely,Research & Development,4,College,Life Sciences,Male,Very High,5,Manager,Low,Divorced,19190,0,26,4,Good,25,43-47
0,Travel_Frequently,Human Resources,11,Bachelor,Life Sciences,Male,Medium,2,Human Resources,Medium,Married,4490,0,14,5,Best,10,33-37
0,Travel_Rarely,Research & Development,6,Below College,Life Sciences,Male,High,1,Research Scientist,High,Married,3506,1,4,3,Better,3,33-37
0,Travel_Rarely,Research & Development,7,Master,Medical,Female,Very High,2,Research Scientist,Medium,Married,2372,1,18,2,Better,1,38-42
0,Travel_Rarely,Sales,4,Master,Marketing,Female,Medium,3,Sales Executive,Very High,Single,10231,0,23,3,Best,21,38-42
0,Travel_Rarely,Research & Development,2,Master,Life Sciences,Female,High,2,Manufacturing Director,Medium,Single,5410,1,18,2,Better,16,33-37
1,Travel_Rarely,Research & Development,15,Bachelor,Medical,Female,High,3,Healthcare Representative,Very High,Married,7978,0,10,2,Better,10,43-47
0,Travel_Frequently,Research & Development,2,Bachelor,Life Sciences,Male,Medium,1,Laboratory Technician,Very High,Married,3867,1,2,2,Better,2,23-27
0,Travel_Frequently,Research & Development,6,College,Medical,Female,Medium,1,Laboratory Technician,High,Single,2838,0,8,6,Good,7,48-52
0,Non-Travel,Research & Development,9,College,Medical,Female,High,2,Manufacturing Director,High,Single,4695,1,10,3,Better,8,28-32
1,Travel_Rarely,Research & Development,7,Bachelor,Technical Degree,Female,High,1,Laboratory Technician,High,Divorced,3339,1,10,2,Better,7,28-32
0,Travel_Rarely,Research & Development,1,Bachelor,Technical Degree,Male,High,1,Research Scientist,Low,Single,2080,0,5,2,Good,3,23-27
